time_stamp,carbon_dioxide,electrical_conductivity,temp_env,humidity,pressure,temp_nutr,day_period
2026-01-19 20:34:24,0.29,1448.0,23.48807629,56.76153419,1252.721345,23.318,0
2026-01-19 20:37:08,0.3,1448.5,22.79373279,56.31497833,1225.694325,23.339,0
2026-01-19 20:39:52,0.29,1458.0,22.61127848,53.87396943,1265.450224,23.294,0
2026-01-19 20:42:36,0.3,1450.0,22.99139209,63.86150088,1014.536207,23.3125,0
2026-01-19 20:45:20,0.29,1453.0,23.62998658,58.3754351,1217.424798,23.305,0
2026-01-19 20:48:04,0.3,1467.5,22.83934644,56.9222705,1210.221783,23.243,0
2026-01-19 20:50:48,0.29,1439.0,22.67209654,53.60564238,1277.515171,23.254,0
2026-01-19 20:53:32,0.29,1442.0,22.85708512,61.68464224,1070.418374,23.2845,0
2026-01-19 20:56:16,0.31,1452.0,23.66039596,62.22784314,1104.076899,23.134,0
2026-01-19 20:59:00,0.31,1452.0,23.13583573,56.40933665,1234.682367,23.209,0
2026-01-19 21:01:44,0.31,1446.5,22.15007619,58.86209813,1104.248928,23.198,0
2026-01-19 21:04:28,0.31,1451.0,20.72340527,76.51798324,574.1934829,23.2405,0
2026-01-19 21:07:12,0.31,1446.0,20.18365831,91.51895463,,23.205,0
2026-01-19 21:09:56,0.31,1443.0,19.9505292,100.0,,23.207,0
2026-01-19 21:12:40,0.31,1441.0,19.83903289,96.481365,,23.1265,0
2026-01-19 21:15:24,0.315,1434.0,18.93693153,88.81681936,,23.383,0
2026-01-19 21:18:08,0.32,1436.0,18.53656366,100.0,,23.8885,0
2026-01-19 21:20:52,0.32,1432.0,18.58724303,100.0,,23.778,0
2026-01-19 21:23:36,0.32,1431.5,18.82290252,100.0,,23.4485,0
2026-01-19 21:26:20,0.32,1440.0,18.81023264,100.0,,23.561,0
2026-01-19 21:29:04,0.32,1435.0,18.95720337,100.0,,22.9595,0
2026-01-19 21:31:48,0.32,1441.0,18.85584422,100.0,,22.954,0
2026-01-19 21:34:32,0.31,1428.0,18.99521308,99.16632364,,23.0175,0
2026-01-19 21:37:16,0.32,1435.0,18.87611604,100.0,,22.902,0
2026-01-19 21:40:00,0.31,1435.0,18.99521308,99.45541923,,22.9,0
2026-01-19 21:42:44,0.32,1415.5,18.87611604,100.0,,22.902,0
2026-01-19 21:45:28,0.33,1421.0,18.96987327,99.92353672,,22.89,0
2026-01-19 21:48:12,0.34,1419.5,18.92679561,100.0,,22.823,0
2026-01-19 21:50:56,0.34,1423.0,18.89638786,100.0,,22.797,0
2026-01-19 21:53:40,0.33,1420.5,19.00281503,99.53422279,,22.917,0
2026-01-19 21:56:24,0.335,1407.0,18.86091217,100.0,,22.773,0
2026-01-19 21:59:08,0.33,1426.0,18.93186357,99.05672789,,22.688,0
2026-01-19 22:01:52,0.33,1410.0,18.97747521,100.0,,22.719,0
2026-01-19 22:04:36,0.33,1440.5,18.881184,100.0,,22.713,0
2026-01-19 22:07:20,0.33,1417.0,18.98761114,99.66753391,,22.682,0
2026-01-19 22:10:04,0.33,1428.5,18.84064036,100.0,,22.6315,0
2026-01-19 22:12:48,0.33,1420.0,18.90145582,99.85787723,,22.645,0
2026-01-19 22:15:32,0.33,1411.0,18.91919367,100.0,,22.6345,0
2026-01-19 22:18:16,0.35,1416.5,18.97240725,99.93601972,,22.502,0
2026-01-19 22:21:00,0.35,1435.0,18.79502878,100.0,,22.5865,0
2026-01-19 22:23:44,0.35,1418.0,18.86091217,100.0,,22.53,0
2026-01-19 22:26:28,0.35,1427.0,18.87358206,100.0,,22.6135,0
2026-01-19 22:29:12,0.36,1413.0,18.89131991,100.0,,22.545,0
2026-01-19 22:31:56,0.36,1446.0,18.84064036,100.0,,22.501,0
2026-01-19 22:34:40,0.36,1427.0,18.91919367,99.86663759,,22.4355,0
2026-01-19 22:37:24,0.36,1434.0,18.7139416,100.0,,22.492,0
2026-01-19 22:40:08,0.36,1423.0,18.80516469,100.0,,22.492,0
2026-01-19 22:42:52,0.35,1434.0,18.88625195,100.0,,22.427,0
2026-01-19 22:45:36,0.35,1425.0,18.70887366,100.0,,22.4585,0
2026-01-19 22:48:20,0.35,1425.0,18.78489288,100.0,,22.45,0
2026-01-19 22:51:04,0.35,1447.0,18.78996084,100.0,,22.36,0
2026-01-19 22:53:48,0.35,1416.0,18.81023264,99.12753986,,22.357,0
2026-01-19 22:56:32,0.35,1430.0,18.78235891,100.0,,22.3725,0
2026-01-19 22:59:16,0.35,1425.0,18.6328545,100.0,,22.346,0
2026-01-19 23:02:00,0.35,1424.0,18.75955313,99.93995724,,22.345,0
2026-01-19 23:04:44,0.35,1417.0,18.69873777,100.0,,22.394,0
2026-01-19 23:07:28,0.355,1441.0,18.73928134,99.81986782,,22.3155,0
2026-01-19 23:10:12,0.37,1429.0,18.67846599,100.0,,22.294,0
2026-01-19 23:12:56,0.37,1433.0,18.73421339,99.71854706,,22.332,0
2026-01-19 23:15:40,0.37,1428.5,18.65312627,100.0,,22.1965,0
2026-01-19 23:18:24,0.37,1415.0,18.72914544,100.0,,22.34,0
2026-01-19 23:21:08,0.37,1428.0,18.64552435,100.0,,22.2815,0
2026-01-19 23:23:52,0.37,1423.0,18.69873777,100.0,,22.234,0
2026-01-19 23:26:36,0.37,1427.5,18.63032053,99.88061648,,22.3045,0
2026-01-19 23:29:20,0.375,1428.0,18.5821751,100.0,,22.266,0
2026-01-19 23:32:04,0.37,1424.0,18.6328545,99.81249581,,22.228,0
2026-01-19 23:34:48,0.37,1426.5,18.5568354,100.0,,22.184,0
2026-01-19 23:37:32,0.37,1423.0,18.59484494,100.0,,22.1855,0
2026-01-19 23:40:16,0.37,1420.5,18.53149572,100.0,,22.149,0
2026-01-19 23:43:00,0.37,1422.5,18.56697128,100.0,,22.1405,0
2026-01-19 23:45:44,0.39,1416.0,18.49095224,100.0,,22.163,0
2026-01-19 23:48:28,0.39,1418.0,18.54416556,100.0,,22.088,0
2026-01-19 23:51:12,0.39,1431.0,18.47574844,100.0,,22.074,0
2026-01-19 23:53:56,0.39,1429.0,18.49602018,100.0,,22.083,0
2026-01-19 23:56:40,0.39,1432.5,18.46054465,100.0,,22.047,0
2026-01-19 23:59:24,0.39,1432.0,18.41493327,100.0,,22.122,0
2026-01-20 00:02:08,0.39,1437.0,18.44787482,100.0,,22.08,4
2026-01-20 00:04:52,0.39,1442.5,18.37438985,100.0,,22.03,4
2026-01-20 00:07:36,0.39,1440.5,18.41493327,100.0,,21.9615,4
2026-01-20 00:10:20,0.41,1473.0,18.31864267,100.0,,22.053,4
2026-01-20 00:13:04,0.41,1467.0,18.41746724,99.81930873,,21.9855,4
2026-01-20 00:15:48,0.41,1450.5,18.30850682,100.0,,21.922,4
2026-01-20 00:18:32,0.41,1444.0,18.36172003,100.0,,21.945,4
2026-01-20 00:21:16,0.41,1438.0,18.26796344,100.0,,21.903,4
2026-01-20 00:24:00,0.41,1428.5,18.34144833,99.84063236,,21.8745,4
2026-01-20 00:26:44,0.43,1420.0,18.23248801,100.0,,21.858,4
2026-01-20 00:29:28,0.43,1413.5,18.29583701,99.74724906,,21.911,4
2026-01-20 00:32:12,0.43,1408.5,18.23755592,100.0,,21.92,4
2026-01-20 00:34:56,0.43,1413.0,18.24769176,100.0,,21.925,4
2026-01-20 00:37:40,0.43,1401.5,18.27303137,100.0,,21.8425,4
2026-01-20 00:40:24,0.43,1413.0,18.2020805,100.0,,21.844,4
2026-01-20 00:43:08,0.43,1401.5,18.26542949,99.83922457,,21.8195,4
2026-01-20 00:45:52,0.425,1457.5,18.171673,100.0,,21.81,4
2026-01-20 00:48:36,0.42,1467.5,18.22235217,99.92448942,,21.797,4
2026-01-20 00:51:20,0.425,1478.0,18.10579013,100.0,,21.772,4
2026-01-20 00:54:04,0.43,1483.5,18.17420696,99.83475568,,21.7445,4
2026-01-20 00:56:48,0.43,1490.5,18.08045057,100.0,,21.887,4
2026-01-20 00:59:32,0.43,1490.0,18.13366364,99.82221979,,21.779,4
2026-01-20 01:02:16,0.43,1493.0,18.05511103,100.0,,21.777,4
2026-01-20 01:05:00,0.43,1492.0,18.07031475,100.0,,21.779,4
2026-01-20 01:07:44,0.44,1488.0,18.05511103,100.0,,22.425,4
2026-01-20 01:10:28,0.45,1480.5,18.00949986,100.0,,22.4065,4
2026-01-20 01:13:12,0.44,1469.0,18.06017893,100.0,,22.553,4
2026-01-20 01:15:56,0.445,1473.0,17.97402452,100.0,,22.486,4
2026-01-20 01:18:40,0.45,1467.0,18.03737335,99.92254716,,22.2035,4
2026-01-20 01:21:24,0.445,1461.0,17.9233455,100.0,,22.065,4
2026-01-20 01:24:08,0.45,1456.0,17.99176219,100.0,,22.0365,4
2026-01-20 01:26:52,0.45,1455.0,17.9030739,100.0,,22.001,4
2026-01-20 01:29:36,0.45,1455.0,17.94108316,100.0,,21.9595,4
2026-01-20 01:32:20,0.45,1452.5,17.8726665,100.0,,21.924,4
2026-01-20 01:35:04,0.44,1451.0,17.8929381,100.0,,21.996,4
2026-01-20 01:37:48,0.44,1448.5,17.86253071,100.0,,25.201,4
2026-01-20 01:40:32,0.46,1440.0,17.83972517,100.0,,25.4695,4
2026-01-20 01:43:16,0.46,1434.5,17.8828023,100.0,,25.643,4
2026-01-20 01:46:00,0.46,1433.5,17.78904622,100.0,,25.675,4
2026-01-20 01:48:44,0.46,1419.0,17.84732702,100.0,,22.659,4
2026-01-20 01:51:28,0.46,1431.0,17.74850309,100.0,,22.6375,4
2026-01-20 01:54:12,0.48,1434.0,17.80678385,100.0,,22.52,4
2026-01-20 01:56:56,0.48,1441.0,17.69529025,100.0,,22.541,4
2026-01-20 01:59:40,0.48,1434.0,17.75103703,100.0,,22.6365,4
2026-01-20 02:02:24,0.48,1436.5,17.79664806,100.0,,21.082,4
2026-01-20 02:05:08,0.48,1432.0,17.65981504,100.0,,21.133,4
2026-01-20 02:07:52,0.48,1433.5,17.74596914,100.0,,21.064,4
2026-01-20 02:10:36,0.48,1434.0,17.62940773,100.0,,21.1225,4
2026-01-20 02:13:20,0.485,1430.0,17.69022236,100.0,,21.07,4
2026-01-20 02:16:04,0.48,1429.5,17.60153437,100.0,,21.033,4
2026-01-20 02:18:48,0.48,1435.5,17.6395435,100.0,,20.991,4
2026-01-20 02:21:32,0.48,1438.0,17.6572811,100.0,,21.0405,4
2026-01-20 02:24:16,0.48,1429.5,17.5787289,100.0,,21.014,4
2026-01-20 02:27:00,0.48,1434.0,17.61167014,100.0,,20.9415,4
2026-01-20 02:29:44,0.48,1424.0,17.52298223,100.0,,21.048,4
2026-01-20 02:32:28,0.485,1432.5,17.58126284,100.0,,22.0435,4
2026-01-20 02:35:12,0.5,1430.5,17.47737133,100.0,,24.028,4
2026-01-20 02:37:56,0.5,1425.5,17.51791435,100.0,,24.027,4
2026-01-20 02:40:40,0.5,1421.0,17.53818586,100.0,,23.926,4
2026-01-20 02:43:24,0.5,1425.0,17.45203196,100.0,,23.95,4
2026-01-20 02:46:08,0.5,1425.0,17.49764284,100.0,,24.047,4
2026-01-20 02:48:52,0.52,1455.0,17.37601388,100.0,,,4
2026-01-20 02:51:36,0.52,1455.0,17.45963377,99.88024775,,,4
2026-01-20 02:54:20,0.52,1452.5,17.34560667,100.0,,22.313,4
2026-01-20 02:57:04,0.52,1451.0,17.38614962,100.0,,22.261,4
2026-01-20 02:59:48,0.51,1448.5,17.44696409,99.53430222,,22.153,4
2026-01-20 03:02:32,0.515,1440.0,17.32026734,100.0,,22.12,4
2026-01-20 03:05:16,0.51,1434.5,17.37094601,100.0,,22.147,4
2026-01-20 03:08:00,0.52,1433.5,17.30506374,100.0,,21.961,4
2026-01-20 03:10:44,0.52,1419.0,17.29492801,100.0,,21.777,4
2026-01-20 03:13:28,0.52,1431.0,17.33800487,99.72092118,,21.5955,4
2026-01-20 03:16:12,0.52,1434.0,17.22904579,100.0,,21.426,4
2026-01-20 03:18:56,0.52,1441.0,17.27972441,100.0,,21.291,4
2026-01-20 03:21:40,0.51,1434.0,17.25945298,100.0,,21.3105,4
2026-01-20 03:24:24,0.52,1436.5,17.19863863,100.0,,21.409,4
2026-01-20 03:27:08,0.53,1432.0,17.25945296,99.83920395,,21.423,4
2026-01-20 03:29:52,0.53,1433.5,17.14289219,100.0,,21.39,4
2026-01-20 03:32:36,0.54,1434.0,17.18596898,100.0,,21.3035,4
2026-01-20 03:35:20,0.53,1430.0,17.23411365,100.0,,21.479,4
2026-01-20 03:38:04,0.53,1429.5,17.1251547,100.0,,21.409,4
2026-01-20 03:40:48,0.53,1435.5,17.18343505,99.72550955,,21.295,4
2026-01-20 03:43:32,0.53,1438.0,17.07701008,100.0,,21.3615,4
2026-01-20 03:46:16,0.54,1429.5,17.10234935,100.0,,21.359,4
2026-01-20 03:49:00,0.525,1434.0,17.15049397,99.89054757,,21.3235,4
2026-01-20 03:51:44,0.53,1424.0,17.03646727,100.0,,21.224,4
2026-01-20 03:54:28,0.53,1432.5,17.09981542,99.8577952,,21.2835,4
2026-01-20 03:57:12,0.53,1430.5,17.01619588,100.0,,21.248,4
2026-01-20 03:59:56,0.525,1425.5,17.00606018,100.0,,21.198,4
2026-01-20 04:02:40,0.54,1421.0,17.06687438,99.79619624,,21.212,4
2026-01-20 04:05:24,0.54,1425.0,,100.0,,21.221,4
2026-01-20 04:08:08,0.54,1425.0,17.00606018,100.0,,21.23,4
2026-01-20 04:10:52,0.545,1428.5,,100.0,,21.264,4
2026-01-20 04:13:36,0.54,1427.0,,100.0,,21.2895,4
2026-01-20 04:16:20,0.54,1425.0,,99.61727311,,21.151,4
2026-01-20 04:19:04,0.54,1436.0,,100.0,,21.1825,4
2026-01-20 04:21:48,0.54,1426.0,,100.0,,21.207,4
2026-01-20 04:24:32,0.54,1426.0,,100.0,,21.2585,4
2026-01-20 04:27:16,0.55,1428.5,,100.0,,21.128,4
2026-01-20 04:30:00,0.56,1437.0,,99.94229349,,21.147,4
2026-01-20 04:32:44,0.56,1465.5,,100.0,,21.076,4
2026-01-20 04:35:28,0.56,1460.5,,100.0,,21.0955,4
2026-01-20 04:38:12,0.56,1452.5,,100.0,,21.072,4
2026-01-20 04:40:56,0.57,1451.0,,100.0,,21.071,4
2026-01-20 04:43:40,0.57,1461.5,,100.0,,21.051,4
2026-01-20 04:46:24,0.57,1449.0,,100.0,,21.042,4
2026-01-20 04:49:08,0.57,1440.5,,100.0,,21.072,4
2026-01-20 04:51:52,0.57,1429.5,,100.0,,21.115,4
2026-01-20 04:54:36,0.57,1439.0,,100.0,,20.994,4
2026-01-20 04:57:20,0.57,1429.0,,100.0,,20.923,4
2026-01-20 05:00:04,0.57,1421.5,,100.0,,20.927,4
2026-01-20 05:02:48,0.56,1428.0,17.54832162,99.5297071,,20.988,4
2026-01-20 05:05:32,0.56,1410.5,18.74434933,91.15266022,,20.961,4
2026-01-20 05:08:16,0.56,1421.0,19.48934082,86.70669121,301.0805344,20.944,4
2026-01-20 05:11:00,0.555,1414.0,20.0468216,83.65077052,383.3331646,21.033,4
2026-01-20 05:13:44,0.57,1417.0,20.51814898,81.3058659,451.2443759,21.181,4
2026-01-20 05:16:28,0.58,1423.5,20.87798128,79.49757457,505.9870187,21.289,4
2026-01-20 05:19:12,0.58,1411.5,21.1972703,78.0311975,552.9026117,21.545,4
2026-01-20 05:21:56,0.58,1423.0,21.43547081,77.0523958,586.0277142,21.666,4
2026-01-20 05:24:40,0.58,1411.0,21.68127414,76.02909128,621.4338177,21.65,4
2026-01-20 05:27:24,0.58,1417.5,21.88146498,75.1209947,652.9056884,21.727,4
2026-01-20 05:30:08,0.58,1427.0,22.06391779,74.2487977,684.0872259,21.7625,4
2026-01-20 05:32:52,0.595,1413.5,22.21596208,73.6909815,704.6491019,21.95,4
2026-01-20 05:35:36,0.6,1422.0,22.40601782,73.04245801,730.4120441,21.9035,4
2026-01-20 05:38:20,0.6,1414.5,22.52005146,72.48624412,750.6622673,21.961,4
2026-01-20 05:41:04,0.6,1413.5,22.65435793,71.9867828,770.5643079,22.0435,4
2026-01-20 05:43:48,0.6,1428.0,22.76839189,71.4860887,787.5752384,22.165,4
2026-01-20 05:46:32,0.61,1405.0,22.93564198,71.67436539,795.0537377,21.2215,4
2026-01-20 05:49:16,0.62,1425.5,23.10796056,71.63518082,801.9355259,21.215,4
2026-01-20 05:52:00,0.615,1412.0,23.33856391,72.07734791,800.0323913,21.1015,4
2026-01-20 05:54:44,0.62,1419.0,23.50834917,72.28592206,802.6977199,21.079,4
2026-01-20 05:57:28,0.62,1400.5,23.71361239,72.14314916,815.9915052,21.1965,4
2026-01-20 06:00:12,0.62,1391.0,23.95435381,73.09908406,799.3549288,21.21,4
2026-01-20 06:02:56,0.62,1401.0,23.97462681,72.6839401,813.6692454,21.386,4
2026-01-20 06:05:40,0.62,1408.5,24.23817612,69.46032753,925.4481712,21.4245,4
2026-01-20 06:08:24,0.62,1421.0,24.05571882,64.6218783,1058.956556,21.414,4
2026-01-20 06:11:08,0.62,1430.5,23.27014317,57.5463052,1206.120554,21.49,4
2026-01-20 06:13:52,0.62,1446.0,22.4085519,64.21704044,973.2726639,21.497,4
2026-01-20 06:16:36,0.62,1450.0,22.78359644,65.65437269,952.1944939,21.5995,4
2026-01-20 06:19:20,0.62,1466.0,23.05727859,67.91556969,904.3225218,21.682,4
2026-01-20 06:22:04,0.62,1470.5,23.41458712,70.26910527,856.2503646,21.6035,4
2026-01-20 06:24:48,0.62,1474.5,23.70094181,71.65115116,830.6583534,21.747,4
2026-01-20 06:27:32,0.625,1484.0,23.99236569,72.23041567,822.4792044,21.7015,4
2026-01-20 06:30:16,0.62,1500.0,24.12667439,69.8035111,908.6642777,21.887,4
2026-01-20 06:33:00,0.63,1503.0,24.235642,71.3624517,866.4882051,21.9015,4
2026-01-20 06:35:44,0.63,1511.5,24.35981454,72.49808776,838.3402941,21.909,4
2026-01-20 06:38:28,0.63,1521.5,,73.10796477,829.4839615,21.987,4
2026-01-20 06:41:12,0.63,1523.0,,69.52975059,948.7315954,22.008,4
2026-01-20 06:43:56,0.62,1523.0,24.03544581,57.77026786,1279.110131,22.054,4
2026-01-20 06:46:40,0.63,1521.5,22.71010785,58.72184228,1139.385998,22.074,4
2026-01-20 06:49:24,0.63,1527.0,23.00152845,60.58447684,1107.21574,22.038,4
2026-01-20 06:52:08,0.63,1525.0,23.24226793,63.78104618,1031.359609,22.1655,4
2026-01-20 06:54:52,0.63,1526.0,23.52862206,67.12029431,953.4763165,22.147,4
2026-01-20 06:57:36,0.63,1520.0,23.91634197,68.96316182,921.26761,22.246,4
2026-01-20 07:00:20,0.63,1516.5,24.16722046,70.33010949,894.0530272,22.174,4
2026-01-20 07:03:04,0.64,1507.0,24.40289485,68.1181186,973.7648076,22.3685,4
2026-01-20 07:05:48,0.64,1511.0,24.40542898,69.28817861,938.7469735,22.444,4
2026-01-20 07:08:32,0.63,1497.0,,70.65285159,907.6952154,22.38,4
2026-01-20 07:11:16,0.64,1500.0,,71.56333739,888.0954569,22.396,4
2026-01-20 07:14:00,0.64,1501.0,,70.32503488,940.2008447,22.571,4
2026-01-20 07:16:44,0.64,1499.0,,58.3853421,1291.812575,22.664,4
2026-01-20 07:19:28,0.63,1491.0,23.166245,57.30982223,1207.640963,22.588,4
2026-01-20 07:22:12,0.64,1487.5,23.042074,58.53547556,1167.633312,22.735,4
2026-01-20 07:24:56,0.64,1474.0,23.26507486,61.67800151,1093.776527,22.63,4
2026-01-20 07:27:40,0.64,1476.0,23.63505481,65.01666298,1020.988421,22.6785,4
2026-01-20 07:30:24,0.64,1476.0,23.99996805,67.43116479,971.6115962,22.715,4
2026-01-20 07:33:08,0.64,1474.0,24.29646118,68.98310819,941.9051105,22.7315,4
2026-01-20 07:35:52,0.64,1464.5,,69.07116136,957.7785039,22.736,4
2026-01-20 07:38:36,0.64,1466.5,,67.45368936,1007.408161,22.8765,4
2026-01-20 07:41:20,0.64,1472.0,,69.33486511,957.9817631,22.93,4
2026-01-20 07:44:04,0.64,1452.5,,70.51545767,929.6287877,22.907,4
2026-01-20 07:46:48,0.64,1447.0,,71.10995831,918.2025056,22.984,4
2026-01-20 07:49:32,0.64,1446.0,,64.13519136,1144.385057,23.0315,4
2026-01-20 07:52:16,0.63,1446.0,23.79217005,59.13199998,1204.073505,23.101,4
2026-01-20 07:55:00,0.64,1442.0,22.93310788,60.1921022,1116.678747,23.067,4
2026-01-20 07:57:44,0.65,1449.0,23.40698479,61.8727447,1097.574318,23.05,4
2026-01-20 08:00:28,0.645,1451.0,23.67560066,64.69408502,1033.229374,23.223,4
2026-01-20 08:03:12,0.64,1447.0,24.07092358,67.13794892,984.5418439,23.096,4
2026-01-20 08:05:56,0.65,1446.5,24.38515589,68.7243264,954.8228383,23.063,4
2026-01-20 08:08:40,0.65,1439.0,,69.49958631,947.4338208,23.202,4
2026-01-20 08:11:24,0.65,1445.0,,66.98825677,1031.055466,23.305,4
2026-01-20 08:14:08,0.65,1439.0,,68.83950972,979.5023535,23.247,4
2026-01-20 08:16:52,0.65,1498.0,,70.06523098,950.2589859,23.25,4
2026-01-20 08:19:36,0.65,1515.5,,71.03099927,927.9602065,23.326,4
2026-01-20 08:22:20,0.65,1497.0,,67.66448639,1049.617445,23.366,4
2026-01-20 08:25:04,0.65,1509.5,24.26351771,58.4726475,1243.360412,23.423,4
2026-01-20 08:27:48,0.65,1520.0,23.17384717,57.84061237,1196.692309,23.453,4
2026-01-20 08:30:32,0.65,1503.0,23.10796059,64.31404702,1008.953769,23.4715,4
2026-01-20 08:33:16,0.65,1512.0,23.61985012,63.84962796,1046.342056,23.466,4
2026-01-20 08:36:00,0.65,1490.0,23.94675145,66.75804531,988.5226567,23.548,4
2026-01-20 08:38:44,0.65,1509.0,24.36995108,68.37035173,964.7511336,23.543,4
2026-01-20 08:41:28,0.65,1499.0,,69.72353723,938.711033,23.4855,4
2026-01-20 08:44:12,0.65,1512.0,,68.35818579,1003.841865,23.645,4
2026-01-20 08:46:56,0.65,1517.0,,59.85234909,1264.875943,23.68,4
2026-01-20 08:49:40,0.65,1501.0,23.5058152,59.55183229,1171.655119,23.557,4
2026-01-20 08:52:24,0.65,1521.0,22.89002828,58.48360143,1165.516346,23.645,4
2026-01-20 08:55:08,0.66,1517.0,23.43486,60.78491238,1129.83712,23.6125,4
2026-01-20 08:57:52,0.65,1490.0,23.69080534,63.72973793,1062.118236,23.62,4
2026-01-20 09:00:36,0.66,1515.0,24.11400376,66.44304806,1007.944417,23.6695,4
2026-01-20 09:03:20,0.66,1498.0,24.44597518,68.193286,974.5749316,23.663,4
2026-01-20 09:06:04,0.65,1512.5,,69.28464931,957.3827874,23.703,4
2026-01-20 09:08:48,0.66,1499.0,,65.89036186,1084.422356,23.776,4
2026-01-20 09:11:32,0.65,1530.0,24.24831308,58.85779576,1261.987868,23.775,4
2026-01-20 09:14:16,0.65,1511.0,23.33096159,53.2572646,,23.823,4
2026-01-20 09:17:00,0.655,1510.0,22.98378978,65.05594178,983.7283065,23.8205,4
2026-01-20 09:19:44,0.65,1504.0,23.42218944,64.09384835,1038.713656,23.801,4
2026-01-20 09:22:28,0.655,1497.0,23.7845677,66.06455414,999.3532378,23.81,4
2026-01-20 09:25:12,0.66,1512.0,24.19763002,68.05030149,964.5076117,23.716,4
2026-01-20 09:27:56,0.655,1500.0,,69.21882469,947.4493069,23.881,4
2026-01-20 09:30:40,0.66,1529.0,,69.87131438,939.2725104,23.8035,4
2026-01-20 09:33:24,0.66,1512.0,,63.68422112,1154.908968,23.844,4
2026-01-20 09:36:08,0.655,1511.5,23.99743411,58.09055728,1250.492887,23.922,4
2026-01-20 09:38:52,0.655,1505.0,22.96098292,56.6328889,1212.25725,23.991,4
2026-01-20 09:41:36,0.66,1501.0,23.09529008,63.19485139,1045.05021,23.8625,4
2026-01-20 09:44:20,0.66,1517.0,23.60464544,63.03298204,1067.104639,23.856,4
2026-01-20 09:47:04,0.66,1495.0,23.89100075,66.18123623,1004.390611,23.8525,4
2026-01-20 09:49:48,0.66,1519.0,24.37501935,67.99561141,976.4774206,23.832,4
2026-01-20 09:52:32,0.66,1523.5,,69.12243472,962.6136367,23.903,4
2026-01-20 09:55:16,0.66,1511.0,,68.31564458,1006.709417,23.963,4
2026-01-20 09:58:00,0.655,1509.0,,59.9429264,1227.979276,23.9585,4
2026-01-20 10:00:44,0.66,1503.0,23.5793043,57.54836729,1229.542083,24.066,4
2026-01-20 10:03:28,0.66,1510.0,22.97111932,58.37216035,1171.72661,24.0875,4
2026-01-20 10:06:12,0.66,1508.5,23.42218944,60.31813086,1143.374827,24.134,4
2026-01-20 10:08:56,0.66,1506.0,23.70094181,62.17478679,1108.328225,23.945,4
2026-01-20 10:11:40,0.66,1513.0,24.11907201,65.4090407,1039.328872,24.084,4
2026-01-20 10:14:24,0.66,1523.0,,67.2886683,1007.775375,23.952,4
2026-01-20 10:17:08,0.66,1524.5,,68.56405533,986.2242826,24.079,4
2026-01-20 10:19:52,0.66,1518.0,,66.12000391,1086.255319,24.012,4
2026-01-20 10:22:36,0.66,1519.0,,58.91186985,1285.127558,24.0585,4
